,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
7660,VICR,43.0,2020-02-28,12024348.0,VICR,99.23,2021-03-01,22557360.52
7661,VICR,99.23,2021-03-01,22557360.52,VICR,74.26,2022-03-01,39872496.06
7662,VINC,17.9,2021-02-10,2360956.3,VINC,6.54,2022-02-10,1020200.76
7663,VIR,20.0,2020-02-11,6088320.0,VIR,76.83,2021-02-10,92686482.72
7664,VIR,69.51,2021-02-25,85343404.86,VIR,28.05,2022-02-25,33121776.6
7665,VIRC,4.5,2019-05-01,65317.5,VIRC,2.49,2020-04-30,13647.69
7666,VIRC,2.49,2020-04-30,13647.69,VIRC,3.22,2021-04-30,122604.72
7667,VIRT,33.25,2018-03-13,19926592.0,VIRT,25.43,2019-03-13,14561319.72
7668,VIRT,25.25,2019-03-01,10003469.25,VIRT,19.35,2020-03-02,34648555.050000004
7669,VIVE,4120.0,2018-03-16,2331920.0,VIVE,960.0,2019-03-18,99840.0
7670,VIVE,960.0,2019-03-15,469440.0,VIVE,6.2,2020-03-16,321067.0
7671,VIVE,5.7,2020-06-29,203404.5,VIVE,2.93,2021-06-29,2331878.5900000003
7672,VIVE,3.74,2021-03-18,7249144.760000001,VIVE,1.01,2022-03-18,187650.93
7673,VKTX,6.01,2018-03-07,8120820.18,VKTX,8.15,2019-03-07,35549615.4
7674,VKTX,8.03,2019-03-13,21731002.81,VKTX,4.4,2020-03-12,11237644.0
7675,VKTX,6.41,2020-02-26,9501869.91,VKTX,7.05,2021-02-25,8920350.9
7676,VKTX,8.5,2021-02-17,13612682.0,VKTX,3.67,2022-02-17,4147232.12
7677,VLDR,9.87,2020-03-16,401205.62999999995,VLDR,15.79,2021-03-16,73965618.07
7678,VLDR,23.5,2021-02-09,106823621.0,VLDR,3.98,2022-02-09,56020418.36
7679,VLGEA,24.89,2017-10-12,591436.18,VLGEA,24.81,2018-10-12,969425.94
7680,VLGEA,24.66,2018-10-11,756470.16,VLGEA,26.01,2019-10-11,455695.2
7681,VLGEA,25.47,2019-10-17,558149.58,VLGEA,24.19,2020-10-16,454167.25
7682,VLGEA,24.6,2020-10-08,937235.4,VLGEA,21.96,2021-10-08,432326.52
7683,VLO,93.0,2018-02-28,254054610.0,VLO,83.09,2019-02-28,299830763.54
7684,VLO,83.09,2019-02-28,299830763.54,VLO,63.53,2020-02-28,471491452.68
